tubo1  -1471.9368118782863 1891.672524353191 1501.1557122565132 -1036.2383402257815 -1501.1557122565139 3783.34504870638 1471.9368118782863 -1891.672524353191 -1501.1557122565132 1036.2383402257815 7.88890134526322e-13 -1891.6725243531891
tubo1  -1471.9368118782863 1891.6725243531873 0.0 0.0 -9.094947017729282e-13 1891.6725243531891 1471.9368118782863 -1891.6725243531873 0.0 0.0 9.094947017729282e-13 -5.4569682106375694e-12
